customer_id,first_name,last_name,gender,age,city,state,membership_level
6917,Neysa,Halder,Female,34,Vasai-Virar,Gujarat,Bronze
6918,Zara,Mallick,Non‑binary,85,Patna,Uttar Pradesh,Silver
6919,Rati,Vig,Non‑binary,19,Tumkur,Goa,Bronze
6920,Anika,Virk,Female,47,Vellore,Andhra Pradesh,Bronze
6921,Purab,Solanki,Other,52,Bhimavaram,Karnataka,Bronze
6922,Prerak,Bobal,Female,72,Bhopal,Mizoram,Silver
6923,Arnav,Sinha,Female,32,Kadapa,Telangana,Bronze
6924,Shanaya,Mani,Non‑binary,70,Kolkata,Arunachal Pradesh,Bronze
6925,Ahana,Bhandari,Other,54,Bhavnagar,Telangana,Silver
6926,Myra,Banik,Female,56,Imphal,Mizoram,Bronze
6927,Vaibhav,Deshmukh,Non‑binary,30,Hosur,Odisha,Bronze
6928,Dharmajan,Chahal,Female,54,Nangloi Jat,Mizoram,Bronze
6929,Dharmajan,Jaggi,Other,76,Bhilai,Kerala,Bronze
6930,Samiha,Bajwa,Other,67,Navi Mumbai,Madhya Pradesh,Silver
6931,Ranbir,Wali,Male,71,Tiruppur,Kerala,Gold
6932,Vedika,Sehgal,Female,72,Suryapet,Telangana,Gold
6933,Jiya,Rana,Female,50,Bongaigaon,Odisha,Silver
6934,Aradhya,Sharma,Other,23,Bettiah,Manipur,Gold
6935,Umang,Mall,Non‑binary,26,Aligarh,Himachal Pradesh,Bronze
6936,Arnav,Din,Other,30,Tiruvottiyur,Arunachal Pradesh,Silver
6937,Siya,Kapoor,Other,20,Hajipur,Kerala,Platinum
6938,Inaaya,Rege,Female,42,Panipat,West Bengal,Bronze
6939,Anvi,Mannan,Non‑binary,23,Jalna,Goa,Gold
6940,Madhup,Taneja,Non‑binary,46,Davanagere,West Bengal,Bronze
6941,Urvi,Datta,Other,52,Jamalpur,Himachal Pradesh,Bronze
6942,Advik,Rajan,Non‑binary,39,Jamnagar,West Bengal,Bronze
6943,Nirvaan,Majumdar,Female,72,Morena,Karnataka,Silver
6944,Vidur,Korpal,Non‑binary,82,Sirsa,Tripura,Gold
6945,Myra,Goda,Male,75,Srikakulam,Karnataka,Silver
6946,Pranay,Maharaj,Non‑binary,39,Howrah,Manipur,Bronze
6947,Dhanush,Chaudhuri,Other,65,Akola,Meghalaya,Silver
6948,Samiha,Chopra,Male,35,Thoothukudi,Nagaland,Bronze
6949,Zaina,Rout,Female,53,Gurgaon,Tamil Nadu,Silver
6950,Farhan,Behl,Non‑binary,43,Madurai,Tripura,Silver
6951,Azad,Karan,Male,26,Hindupur,Uttar Pradesh,Silver
6952,Misha,Tiwari,Non‑binary,61,Danapur,West Bengal,Bronze
6953,Dhruv,Dani,Non‑binary,58,Chandrapur,Gujarat,Bronze
6954,Anahi,Ram,Non‑binary,40,Tenali,Tripura,Bronze
6955,Divij,Konda,Male,48,Mau,Jharkhand,Bronze
6956,Jayan,Bassi,Female,22,Loni,Sikkim,Silver
6957,Nishith,Samra,Non‑binary,79,Durgapur,Chhattisgarh,Silver
6958,Kiaan,Badami,Other,72,Kulti,Bihar,Bronze
6959,Hridaan,Shetty,Non‑binary,70,Nagaon,Rajasthan,Silver
6960,Renee,Krishnamurthy,Non‑binary,46,Malda,Tamil Nadu,Bronze
6961,Nitya,Saraf,Male,53,Mathura,Uttar Pradesh,Bronze
6962,Kismat,Brar,Male,68,Kottayam,Uttarakhand,Silver
6963,Romil,Sarma,Non‑binary,75,Ozhukarai,Tripura,Gold
6964,Umang,Sha,Other,71,Gandhinagar,Assam,Bronze
6965,Mahika,Bawa,Other,77,Vadodara,Punjab,Bronze
6966,Zaina,Borah,Male,47,Bhubaneswar,Tripura,Bronze
6967,Jivika,Dash,Male,65,Bongaigaon,Gujarat,Silver
6968,Yakshit,Kata,Male,84,Kota,Odisha,Bronze
6969,Lakshit,Raja,Other,25,Eluru,Tamil Nadu,Bronze
6970,Dishani,Mani,Male,39,Meerut,Madhya Pradesh,Silver
6971,Kaira,Sem,Non‑binary,19,Sikar,Tamil Nadu,Silver
6972,Nehmat,Tata,Other,60,Jabalpur,Mizoram,Bronze
6973,Shray,Rattan,Female,67,Jalandhar,West Bengal,Bronze
6974,Indrans,Samra,Other,64,Ahmednagar,Karnataka,Bronze
6975,Damini,Saini,Male,22,Rajkot,Andhra Pradesh,Bronze
6976,Fateh,Walla,Other,47,Bhimavaram,Odisha,Silver
6977,Advik,Garde,Female,52,Jamnagar,Telangana,Gold
6978,Purab,Bakshi,Other,45,Warangal,Odisha,Bronze
6979,Romil,Viswanathan,Male,74,Tirunelveli,Telangana,Silver
6980,Kimaya,Talwar,Male,69,Hapur,Odisha,Bronze
6981,Anya,Vig,Female,35,Karaikudi,Madhya Pradesh,Bronze
6982,Himmat,Sha,Other,71,Bhiwani,Goa,Bronze
6983,Bhavin,Tella,Male,53,Kozhikode,Punjab,Silver
6984,Veer,Ganesan,Other,83,Ludhiana,Uttarakhand,Bronze
6985,Himmat,Tiwari,Non‑binary,60,Pondicherry,Goa,Bronze
6986,Ishita,Sundaram,Female,23,Khammam,Chhattisgarh,Bronze
6987,Umang,Batta,Female,71,Chittoor,Arunachal Pradesh,Bronze
6988,Prerak,Suresh,Other,83,Katni,Rajasthan,Silver
6989,Ishita,Mander,Non‑binary,69,Gwalior,Uttar Pradesh,Bronze
6990,Nirvi,Wali,Non‑binary,59,Aligarh,Jharkhand,Gold
6991,Indranil,Kalla,Male,35,Shivpuri,Himachal Pradesh,Bronze
6992,Dhanush,Kala,Other,76,Durg,Karnataka,Bronze
6993,Arnav,Bhakta,Other,27,Gwalior,Goa,Silver
6994,Zoya,Batta,Other,74,Gorakhpur,Andhra Pradesh,Bronze
6995,Rasha,Mahal,Male,44,Patiala,Odisha,Bronze
6996,Hunar,Shetty,Female,26,Aurangabad,Madhya Pradesh,Bronze
6997,Dharmajan,Gour,Female,19,Rajpur Sonarpur,Rajasthan,Bronze
6998,Keya,Balasubramanian,Male,83,Kirari Suleman Nagar,Andhra Pradesh,Gold
6999,Vardaniya,Bobal,Female,38,Amritsar,Arunachal Pradesh,Bronze
7000,Pranay,Sibal,Female,71,Tirupati,Uttar Pradesh,Silver
7001,Hazel,Bahl,Other,47,Gudivada,Sikkim,Bronze
7002,Eshani,Luthra,Non‑binary,18,Rourkela,Punjab,Silver
7003,Dhanush,Chandra,Non‑binary,51,Cuttack,Himachal Pradesh,Bronze
7004,Madhav,Doctor,Female,38,Kakinada,Himachal Pradesh,Bronze
7005,Hunar,Kala,Female,29,Sambalpur,Odisha,Silver
7006,Eva,Deol,Male,59,Davanagere,Tripura,Bronze
7007,Amani,Venkatesh,Other,32,Hyderabad,Mizoram,Bronze
7008,Indranil,Iyer,Other,75,Kamarhati,Tripura,Bronze
7009,Elakshi,Bhattacharyya,Non‑binary,40,Thane,Karnataka,Bronze
7010,Myra,Borde,Non‑binary,74,Navi Mumbai,West Bengal,Bronze
7011,Tarini,Mahajan,Female,51,Khandwa,Andhra Pradesh,Platinum
7012,Divyansh,Bawa,Non‑binary,52,Buxar,Chhattisgarh,Bronze
7013,Nitara,Sami,Female,49,Orai,Arunachal Pradesh,Gold
7014,Uthkarsh,Sathe,Male,27,Kozhikode,Jharkhand,Bronze
7015,Saanvi,Deep,Male,71,Siwan,Goa,Bronze
7016,Kimaya,Thakur,Non‑binary,67,Tumkur,Meghalaya,Silver
7017,Divyansh,Jhaveri,Non‑binary,46,Kolhapur,Mizoram,Silver
7018,Ahana,Tak,Male,85,Katni,Madhya Pradesh,Silver
7019,Pihu,Tailor,Non‑binary,31,Gwalior,Kerala,Bronze
7020,Indrans,Das,Male,36,Dindigul,Bihar,Gold
7021,Madhup,Sankar,Other,60,Jalgaon,Arunachal Pradesh,Bronze
7022,Jiya,Chaudhari,Male,23,Alappuzha,Assam,Bronze
7023,Hansh,Bhatti,Non‑binary,37,Jalgaon,Assam,Bronze
7024,Faiyaz,Tiwari,Male,23,Danapur,Meghalaya,Bronze
7025,Bhamini,Manne,Male,44,Burhanpur,Jharkhand,Bronze
7026,Jayan,Sheth,Male,84,Etawah,Maharashtra,Silver
7027,Rati,Gola,Female,76,Barasat,Karnataka,Bronze
7028,Devansh,Taneja,Other,85,Secunderabad,West Bengal,Bronze
7029,Lakshit,Gera,Non‑binary,40,Visakhapatnam,Karnataka,Silver
7030,Tarini,Chakraborty,Non‑binary,56,Nizamabad,Meghalaya,Gold
7031,Siya,Kala,Male,21,Bhusawal,Jharkhand,Silver
7032,Shayak,Sant,Non‑binary,76,Darbhanga,Goa,Bronze
7033,Misha,Char,Other,41,Lucknow,Himachal Pradesh,Silver
7034,Mannat,Singhal,Other,53,Tadepalligudem,Assam,Bronze
7035,Nishith,Kala,Male,18,Hazaribagh,Mizoram,Bronze
7036,Darshit,Jha,Female,67,Cuttack,Mizoram,Gold
7037,Chirag,Comar,Female,78,Thanjavur,Meghalaya,Bronze
7038,Diya,Dara,Female,19,Noida,West Bengal,Silver
7039,Nehmat,Brar,Male,20,Bally,Goa,Bronze
7040,Jhanvi,Grover,Female,76,Bardhaman,Odisha,Bronze
7041,Samiha,Ghose,Non‑binary,71,Bidar,Meghalaya,Bronze
7042,Aarna,Bhasin,Non‑binary,53,Phagwara,Tamil Nadu,Bronze
7043,Dishani,Ghosh,Female,66,Kavali,West Bengal,Silver
7044,Parinaaz,Sethi,Other,50,Guntakal,Punjab,Bronze
7045,Kavya,Rastogi,Male,18,Siliguri,Gujarat,Bronze
7046,Bhamini,Kurian,Female,55,Ballia,Arunachal Pradesh,Gold
7047,Samar,Bail,Non‑binary,56,Bathinda,Manipur,Bronze
7048,Prerak,Maharaj,Male,45,Avadi,Meghalaya,Bronze
7049,Eva,Bhakta,Female,29,Srikakulam,Meghalaya,Gold
7050,Vidur,Sanghvi,Female,46,Kadapa,Rajasthan,Bronze
7051,Dhruv,Setty,Non‑binary,19,Chandigarh,Kerala,Bronze
7052,Anya,Gade,Male,75,Gangtok,Manipur,Bronze
7053,Tejas,Yohannan,Other,49,Cuttack,Odisha,Silver
7054,Vanya,Sarma,Non‑binary,18,Rohtak,Tripura,Bronze
7055,Sana,Badami,Female,49,Rajahmundry,Uttarakhand,Bronze
7056,Vivaan,Sangha,Non‑binary,57,Gurgaon,West Bengal,Bronze
7057,Priyansh,Ravi,Other,46,Vadodara,Maharashtra,Silver
7058,Anya,Master,Male,50,Sultan Pur Majra,Nagaland,Silver
7059,Anay,Kulkarni,Non‑binary,74,Gudivada,Tripura,Silver
7060,Zara,Wason,Other,20,Chapra,Telangana,Platinum
7061,Stuvan,Rege,Female,52,Pali,Meghalaya,Gold
7062,Rhea,Rege,Other,33,Bhagalpur,Telangana,Bronze
7063,Jayesh,Manne,Non‑binary,81,Nizamabad,Uttar Pradesh,Bronze
7064,Neysa,Maharaj,Other,53,Faridabad,Kerala,Gold
7065,Aaina,Venkatesh,Female,70,Rewa,Tamil Nadu,Bronze
7066,Prisha,Varghese,Male,34,Junagadh,Manipur,Bronze
7067,Divit,Behl,Other,66,Danapur,Haryana,Bronze
7068,Kimaya,Dixit,Male,85,Jamalpur,Haryana,Bronze
7069,Hrishita,Dass,Non‑binary,34,Muzaffarnagar,Uttarakhand,Bronze
7070,Mahika,Khosla,Female,80,Karimnagar,Tripura,Platinum
7071,Hiran,Acharya,Non‑binary,35,Hubli–Dharwad,Manipur,Silver
7072,Aarna,Kade,Other,41,Machilipatnam,Sikkim,Silver
7073,Taran,Sheth,Other,41,Davanagere,Odisha,Bronze
7074,Nakul,Dutt,Other,34,Tiruchirappalli,Nagaland,Bronze
7075,Dhanush,Srivastava,Other,68,Kumbakonam,Mizoram,Bronze
7076,Trisha,Mani,Non‑binary,70,Jhansi,Uttar Pradesh,Bronze
7077,Urvi,Bhalla,Female,66,Khandwa,Assam,Silver
7078,Hansh,Gupta,Other,49,Dehradun,Madhya Pradesh,Bronze
7079,Prisha,Behl,Other,69,Hyderabad,Kerala,Silver
7080,Khushi,Chhabra,Female,81,Asansol,Manipur,Bronze
7081,Seher,Shankar,Other,65,Ambarnath,Chhattisgarh,Gold
7082,Keya,Chanda,Female,19,Pali,Uttar Pradesh,Bronze
7083,Emir,Lad,Male,50,Mango,Karnataka,Silver
7084,Reyansh,Ganesan,Non‑binary,84,Secunderabad,Arunachal Pradesh,Gold
7085,Misha,Bajaj,Female,49,Ahmednagar,Punjab,Bronze
7086,Divij,Dua,Male,85,Solapur,Tamil Nadu,Silver
7087,Aaryahi,Ratti,Other,37,Ozhukarai,Kerala,Platinum
7088,Anay,Gour,Male,19,Howrah,Madhya Pradesh,Bronze
7089,Raghav,Grover,Other,55,Dhule,Rajasthan,Bronze
7090,Ritvik,Sawhney,Male,69,Raichur,Tamil Nadu,Bronze
7091,Aaryahi,Boase,Female,57,Bilaspur,Himachal Pradesh,Silver
7092,Ivan,Sheth,Male,22,Akola,Karnataka,Gold
7093,Tejas,Amble,Male,45,Cuttack,West Bengal,Bronze
7094,Purab,Contractor,Other,44,Belgaum,Arunachal Pradesh,Silver
7095,Ritvik,Malhotra,Other,59,Nellore,Uttarakhand,Bronze
7096,Aradhya,Rao,Other,34,Sultan Pur Majra,Goa,Bronze
7097,Abram,Krishna,Other,59,Gorakhpur,Meghalaya,Gold
7098,Lavanya,Kohli,Female,56,Patiala,Andhra Pradesh,Bronze
7099,Umang,Kothari,Non‑binary,55,Rewa,Arunachal Pradesh,Gold
7100,Arnav,Deshmukh,Female,37,Tiruvottiyur,Meghalaya,Bronze
7101,Vihaan,Virk,Female,47,Purnia,Haryana,Bronze
7102,Manikya,Walia,Other,21,Aurangabad,Rajasthan,Silver
7103,Indrans,Kurian,Male,72,Tezpur,Uttarakhand,Bronze
7104,Dhanush,Basu,Other,51,Bilaspur,Madhya Pradesh,Silver
7105,Anya,Dewan,Male,34,Jalna,Goa,Gold
7106,Vedika,Bahri,Female,65,Tirunelveli,Nagaland,Bronze
7107,Nakul,Rajagopal,Non‑binary,18,Anand,Chhattisgarh,Bronze
7108,Lavanya,Ramachandran,Male,49,Kota,Haryana,Silver
7109,Ishaan,Chowdhury,Other,75,Shivpuri,West Bengal,Silver
7110,Madhup,Sarin,Other,30,Karimnagar,Tripura,Gold
7111,Indranil,Baria,Female,60,Gandhinagar,West Bengal,Platinum
7112,Priyansh,Lalla,Male,55,Sambalpur,Himachal Pradesh,Gold
7113,Drishya,Sachdev,Non‑binary,57,Mau,Chhattisgarh,Bronze
7114,Miraya,Dani,Female,80,Firozabad,Karnataka,Bronze
7115,Ehsaan,Balasubramanian,Male,58,Karaikudi,Andhra Pradesh,Bronze
7116,Shalv,Buch,Non‑binary,42,Mumbai,Chhattisgarh,Bronze
7117,Yashvi,Badal,Male,69,Mango,Meghalaya,Bronze
7118,Arhaan,Kanda,Female,81,Shahjahanpur,Himachal Pradesh,Bronze
7119,Madhup,Tak,Non‑binary,39,Panchkula,Himachal Pradesh,Bronze
7120,Dhanush,Divan,Male,25,Kozhikode,Meghalaya,Bronze
7121,Anvi,Rege,Female,40,Malegaon,Mizoram,Platinum
7122,Shray,Kakar,Male,60,Anantapuram,Andhra Pradesh,Gold
7123,Aarush,Sha,Female,43,Pune,Sikkim,Silver
7124,Prisha,Grewal,Female,44,Bihar Sharif,Haryana,Bronze
7125,Shray,Sandhu,Non‑binary,56,Thrissur,Chhattisgarh,Silver
7126,Nehmat,Karan,Other,57,Sri Ganganagar,Arunachal Pradesh,Bronze
7127,Zoya,Trivedi,Male,54,Chandigarh,Mizoram,Silver
7128,Tejas,Balay,Male,52,Siwan,Jharkhand,Bronze
7129,Taimur,Sankar,Other,74,Gudivada,Tamil Nadu,Silver
7130,Shalv,Toor,Non‑binary,34,Pune,Madhya Pradesh,Silver
7131,Kaira,Sarkar,Male,26,Nagercoil,Tamil Nadu,Gold
7132,Aradhya,Dhawan,Male,78,Bhilai,Tripura,Bronze
7133,Lakshay,Mangat,Male,27,Korba,Meghalaya,Silver
7134,Ishaan,Sharaf,Female,63,Bhusawal,Tamil Nadu,Bronze
7135,Lakshit,Kunda,Non‑binary,39,Kamarhati,Jharkhand,Gold
7136,Gatik,Vig,Other,28,Erode,Gujarat,Bronze
7137,Piya,Bora,Male,42,Dhule,Maharashtra,Platinum
7138,Riaan,Upadhyay,Non‑binary,27,Vijayawada,West Bengal,Silver
7139,Romil,Batra,Non‑binary,83,Kumbakonam,Sikkim,Bronze
7140,Hazel,Sundaram,Male,28,Jamnagar,Tamil Nadu,Silver
7141,Raunak,Mander,Other,59,Malegaon,Mizoram,Gold
7142,Tanya,Char,Other,51,Khora ,Jharkhand,Bronze
7143,Mehul,Sheth,Male,64,Saharanpur,Telangana,Bronze
7144,Gokul,Mander,Other,68,Bardhaman,Manipur,Bronze
7145,Dhanuk,Mane,Non‑binary,78,Jalgaon,Himachal Pradesh,Bronze
7146,Rasha,Soman,Male,19,Jamalpur,Goa,Silver
7147,Miraan,Gulati,Non‑binary,57,Hazaribagh,Punjab,Bronze
7148,Zaina,Dora,Male,33,Hapur,Assam,Silver
7149,Shaan,Shan,Female,49,Latur,Maharashtra,Silver
7150,Kavya,Malhotra,Male,40,Moradabad,Punjab,Bronze
7151,Myra,Mall,Other,44,Surat,Karnataka,Silver
7152,Jayant,Ramaswamy,Male,38,Kanpur,Haryana,Silver
7153,Uthkarsh,Raja,Other,48,Ichalkaranji,Manipur,Silver
7154,Manjari,Talwar,Male,53,Agartala,Manipur,Silver
7155,Nishith,Chandran,Male,74,Chittoor,Manipur,Silver
7156,Mohanlal,Lal,Female,37,Nangloi Jat,Maharashtra,Bronze
7157,Azad,Wali,Other,61,Suryapet,Goa,Bronze
7158,Jayesh,Garde,Female,54,Hindupur,Sikkim,Silver
7159,Anay,Bhattacharyya,Non‑binary,44,Saharanpur,Himachal Pradesh,Silver
7160,Zaina,Balay,Male,71,Sirsa,Nagaland,Bronze
7161,Aaryahi,Bhat,Other,42,Gopalpur,Maharashtra,Silver
7162,Hridaan,Kapadia,Male,56,Berhampur,Punjab,Bronze
7163,Ivan,Jhaveri,Male,82,Nashik,Telangana,Gold
7164,Nirvi,Dhingra,Other,73,Sagar,Tamil Nadu,Bronze
7165,Divit,Chandra,Male,23,Mau,Himachal Pradesh,Silver
7166,Tiya,Vala,Male,33,Firozabad,Telangana,Silver
7167,Trisha,Rama,Male,54,Junagadh,Assam,Gold
7168,Farhan,Johal,Female,29,Pune,Chhattisgarh,Bronze
7169,Keya,Amble,Male,67,Surendranagar Dudhrej,Meghalaya,Bronze
7170,Hrishita,Doctor,Non‑binary,60,Bhagalpur,Madhya Pradesh,Silver
7171,Hansh,Batra,Other,24,Katihar,Goa,Bronze
7172,Miraya,Gala,Male,48,Sasaram,Tamil Nadu,Bronze
7173,Kartik,Saxena,Other,32,Avadi,Telangana,Silver
7174,Rati,Din,Other,22,Tiruchirappalli,Kerala,Bronze
7175,Advik,Jain,Non‑binary,38,Sambhal,Odisha,Bronze
7176,Arnav,Chaudhuri,Other,46,Darbhanga,Haryana,Silver
7177,Divyansh,Mani,Non‑binary,18,Gudivada,Maharashtra,Bronze
7178,Nitya,Koshy,Non‑binary,64,Dehri,Karnataka,Silver
7179,Seher,Bali,Male,79,Bareilly,Karnataka,Silver
7180,Nakul,Kapadia,Female,35,Jaunpur,Andhra Pradesh,Gold
7181,Neysa,Gill,Male,28,Jaunpur,Chhattisgarh,Bronze
7182,Mamooty,Chandran,Male,55,Bhavnagar,Uttar Pradesh,Bronze
7183,Saira,Gokhale,Non‑binary,61,Panvel,Andhra Pradesh,Silver
7184,Fateh,Mannan,Other,71,Warangal,Sikkim,Gold
7185,Vidur,Kale,Female,67,Navi Mumbai,West Bengal,Platinum
7186,Divyansh,Sharma,Non‑binary,70,Nandyal,Tripura,Bronze
7187,Anvi,Anand,Non‑binary,66,Dharmavaram,Kerala,Gold
7188,Jayant,Luthra,Female,47,Jaipur,Manipur,Platinum
7189,Hrishita,Tailor,Non‑binary,67,Ichalkaranji,Tamil Nadu,Bronze
7190,Lavanya,Aggarwal,Other,20,Kadapa,Andhra Pradesh,Bronze
7191,Siya,Karpe,Other,75,Baranagar,Gujarat,Bronze
7192,Anahita,Dubey,Non‑binary,84,Dibrugarh,Jharkhand,Bronze
7193,Aarush,Chadha,Male,24,Ghaziabad,Gujarat,Bronze
7194,Zain,Saran,Other,68,Delhi,Jharkhand,Bronze
7195,Vritika,Shetty,Female,19,Adoni,Arunachal Pradesh,Bronze
7196,Tushar,Sankaran,Male,85,Karnal,Assam,Gold
7197,Adah,Goel,Male,72,Bhilwara,Uttarakhand,Bronze
7198,Adah,Apte,Female,33,Warangal,Telangana,Bronze
7199,Anvi,Bir,Female,23,Davanagere,Gujarat,Silver
7200,Hunar,Soman,Female,25,Purnia,Punjab,Gold
7201,Anahita,Luthra,Female,21,Silchar,Haryana,Bronze
7202,Zoya,Baria,Non‑binary,20,Burhanpur,Kerala,Silver
7203,Fateh,Aurora,Other,38,Bhagalpur,Uttarakhand,Silver
7204,Kavya,Sood,Non‑binary,65,Hosur,Meghalaya,Silver
7205,Eva,Sagar,Female,47,Hajipur,Meghalaya,Gold
7206,Jhanvi,Bava,Other,68,Vasai-Virar,Haryana,Bronze
7207,Prerak,Dey,Other,23,Burhanpur,Odisha,Bronze
7208,Abram,Borde,Other,62,Hazaribagh,Assam,Gold
7209,Jayan,Chadha,Non‑binary,55,Miryalaguda,Odisha,Silver
7210,Inaaya,Raja,Female,52,Ludhiana,Uttarakhand,Platinum
7211,Zara,Bhalla,Non‑binary,23,Rourkela,Punjab,Bronze
7212,Zara,Shenoy,Female,54,Thoothukudi,Jharkhand,Gold
7213,Zara,Bail,Male,83,Warangal,West Bengal,Bronze
7214,Shlok,Bahl,Other,33,Loni,Rajasthan,Silver
7215,Rania,Tak,Female,62,Vijayawada,Nagaland,Silver
7216,Krish,Shukla,Non‑binary,54,Kalyan-Dombivli,Tripura,Gold
7217,Shlok,Goswami,Other,60,Bhiwani,Manipur,Bronze
7218,Anvi,Anne,Non‑binary,38,Bhopal,Sikkim,Gold
7219,Inaaya,Andra,Other,37,Siwan,Tripura,Bronze
7220,Yuvraj,Saini,Other,24,Naihati,Haryana,Bronze
7221,Purab,Dewan,Other,66,Bhavnagar,Nagaland,Bronze
7222,Nehmat,Sarkar,Female,31,Jamnagar,Uttar Pradesh,Gold
7223,Ishaan,Lata,Male,57,Srinagar,Nagaland,Silver
7224,Yuvaan,Chakraborty,Other,75,Jaunpur,Punjab,Bronze
7225,Rhea,Samra,Other,37,Loni,Tamil Nadu,Silver
7226,Vaibhav,Sani,Non‑binary,20,Saharanpur,Gujarat,Bronze
7227,Nirvi,Korpal,Non‑binary,26,Bijapur,Tamil Nadu,Bronze
7228,Shayak,Rege,Female,21,Machilipatnam,Punjab,Bronze
7229,Stuvan,Chaudhuri,Female,18,Vijayawada,Assam,Bronze
7230,Vivaan,Srivastava,Male,29,Sirsa,Uttar Pradesh,Bronze
7231,Shamik,Bir,Non‑binary,58,Latur,Haryana,Bronze
7232,Veer,Thakkar,Male,85,Tinsukia,Tamil Nadu,Bronze
7233,Myra,Bhat,Non‑binary,65,Tezpur,Gujarat,Bronze
7234,Jayant,Mannan,Female,56,Tumkur,Karnataka,Bronze
7235,Piya,Khare,Non‑binary,59,Panihati,Andhra Pradesh,Bronze
7236,Zeeshan,Chanda,Non‑binary,25,Raurkela Industrial Township,Sikkim,Silver
7237,Krish,Kadakia,Non‑binary,64,Gandhinagar,Andhra Pradesh,Bronze
7238,Vedika,Khanna,Non‑binary,77,Korba,Odisha,Silver
7239,Misha,Kala,Male,76,Ambarnath,Himachal Pradesh,Bronze
7240,Hunar,Swaminathan,Other,85,Thane,Mizoram,Silver
7241,Ishaan,Krishnamurthy,Non‑binary,73,Bulandshahr,Kerala,Platinum
7242,Lavanya,Toor,Other,69,Junagadh,Tripura,Silver
7243,Heer,Deep,Male,60,Proddatur,Uttar Pradesh,Bronze
7244,Drishya,Borde,Non‑binary,48,Cuttack,Tamil Nadu,Bronze
7245,Kaira,Subramanian,Other,81,Ludhiana,Kerala,Bronze
7246,Kimaya,Thaman,Male,68,Singrauli,Andhra Pradesh,Silver
7247,Akarsh,Dar,Male,65,Ahmednagar,Tripura,Silver
7248,Chirag,Tella,Other,41,Gandhidham,Tamil Nadu,Platinum
7249,Jiya,Hans,Male,78,Serampore,Karnataka,Gold
7250,Urvi,Kothari,Male,51,Gopalpur,Sikkim,Bronze
7251,Ela,Deo,Female,30,Saharsa,Uttar Pradesh,Silver
7252,Ivan,Swaminathan,Other,21,Madanapalle,Andhra Pradesh,Silver
7253,Aarush,Mander,Female,80,Suryapet,Nagaland,Bronze
7254,Divij,Sampath,Other,36,Bharatpur,Nagaland,Silver
7255,Shray,Vala,Female,45,Dhule,Jharkhand,Silver
7256,Emir,Jha,Other,44,Kollam,Odisha,Silver
7257,Aniruddh,Chokshi,Female,55,Gulbarga,Mizoram,Bronze
7258,Badal,Virk,Female,35,Gwalior,Maharashtra,Bronze
7259,Neelofar,Upadhyay,Other,68,Dewas,Nagaland,Gold
7260,Aarush,Dora,Female,66,Unnao,Rajasthan,Silver
7261,Alisha,Boase,Other,51,Bokaro,Odisha,Bronze
7262,Madhup,Gole,Female,48,Ajmer,Chhattisgarh,Silver
7263,Sahil,Sem,Non‑binary,46,Kirari Suleman Nagar,Mizoram,Silver
7264,Zeeshan,Chauhan,Female,36,Ozhukarai,Andhra Pradesh,Bronze
7265,Arnav,Rege,Male,41,Mau,Odisha,Bronze
7266,Ishaan,Dugal,Male,50,Suryapet,Bihar,Silver
7267,Lakshay,Sekhon,Female,26,Firozabad,Madhya Pradesh,Bronze
7268,Khushi,Jhaveri,Female,47,Madurai,Sikkim,Silver
7269,Manikya,Sankar,Female,84,Nashik,Arunachal Pradesh,Bronze
7270,Manjari,Dora,Other,45,Narasaraopet,West Bengal,Platinum
7271,Mannat,Walia,Female,27,Gulbarga,Tripura,Silver
7272,Prisha,Upadhyay,Other,19,Malda,Haryana,Silver
7273,Miraya,Kota,Male,60,Sasaram,Punjab,Gold
7274,Miraan,Dube,Non‑binary,60,Anantapur,Karnataka,Gold
7275,Nishith,Bassi,Male,34,Delhi,Uttar Pradesh,Gold
7276,Aarav,Rege,Male,74,Yamunanagar,Kerala,Bronze
7277,Damini,Baral,Female,43,Sasaram,Rajasthan,Silver
7278,Inaaya,Ganesh,Other,33,Bhind,Assam,Bronze
7279,Fateh,Malhotra,Female,54,Ballia,Kerala,Platinum
7280,Jhanvi,Bhatti,Other,37,Kozhikode,Chhattisgarh,Bronze
7281,Drishya,Garde,Other,37,Thiruvananthapuram,Mizoram,Gold
7282,Azad,Gandhi,Female,75,Hazaribagh,Chhattisgarh,Bronze
7283,Elakshi,Bhasin,Other,44,Hindupur,Karnataka,Gold
7284,Umang,Setty,Male,82,Siwan,Uttar Pradesh,Silver
7285,Parinaaz,Konda,Non‑binary,68,Miryalaguda,Manipur,Bronze
7286,Ivan,Kaul,Other,79,Bhilwara,Andhra Pradesh,Bronze
7287,Vihaan,Gulati,Non‑binary,18,Thrissur,Chhattisgarh,Bronze
7288,Nakul,Wable,Male,24,Giridih,Nagaland,Bronze
7289,Farhan,Khanna,Female,60,Erode,Haryana,Silver
7290,Aaina,Sahni,Female,82,Orai,Bihar,Silver
7291,Anaya,Chada,Male,54,Anand,Maharashtra,Bronze
7292,Dhanuk,Shankar,Non‑binary,78,Begusarai,Himachal Pradesh,Silver
7293,Kartik,Sagar,Other,24,Baranagar,Haryana,Bronze
7294,Ahana,Apte,Other,52,Raiganj,Assam,Bronze
7295,Vivaan,Banerjee,Non‑binary,78,Kavali,Mizoram,Silver
7296,Nishith,Atwal,Other,82,Kurnool,Sikkim,Bronze
